Index,Height(Inches),Weight(Pounds),Gender
12814,69.23622,125.7028,Boy
12815,65.09077,111.4222,Boy
12816,70.31072,126.3652,Boy
12817,68.26941,129.7347,GIRL
12818,67.6398,137.9234,GIRL
12819,66.55938,122.7599,GIRL
12820,68.89767,142.6513,GIRL
12821,67.73688,138.6194,GIRL
12822,69.4266,133.8572,GIRL
12823,69.1415,121.8042,Boy
12824,70.88688,138.8487,GIRL
12825,67.4992,134.3789,GIRL
12826,67.48566,129.2513,GIRL
12827,65.80458,122.6509,GIRL
12828,69.4832,108.9489,Boy
12829,64.95436,112.0785,Boy
12830,66.4238,111.2181,Boy
12831,67.79983,120.5562,Boy
12832,70.35784,145.1015,GIRL
12833,65.93427,124.9365,GIRL
12834,72.14741,152.714,GIRL
12835,69.02285,141.9567,GIRL
12836,67.95237,114.0617,Boy
12837,64.88273,120.3929,GIRL
12838,66.88904,108.9186,Boy
12839,68.16321,121.259,Boy
12840,67.31487,126.8506,GIRL
12841,70.8218,138.0774,GIRL
12842,69.2295,125.0231,Boy
12843,67.98989,116.7557,Boy
12844,69.10378,147.7595,GIRL
12845,65.19866,114.6411,Boy
12846,70.6943,130.9471,Boy
12847,67.95665,141.4925,GIRL
12848,64.71795,110.6855,Boy
12849,67.77693,121.1735,Boy
12850,66.65039,109.8503,Boy
12851,68.66554,114.5278,Boy
12852,70.60726,141.8837,GIRL
12853,71.14677,131.3756,Boy
12854,66.39228,120.6284,Boy
12855,66.31944,115.0054,Boy
12856,68.59114,142.5636,GIRL
12857,69.32005,114.6814,Boy
12858,69.02579,131.297,GIRL
12859,69.92046,135.0288,GIRL
12860,69.21391,109.8219,Boy
12861,70.50711,135.185,Boy
12862,68.22468,122.0414,Boy
12863,64.42053,125.1623,GIRL
12864,66.66605,121.3495,Boy
12865,66.25687,134.2611,GIRL
12866,69.05579,114.318,Boy
12867,63.6611,101.3054,Boy
12868,65.78795,140.3781,GIRL
12869,65.16658,102.3367,Boy
12870,68.15122,135.4779,GIRL
12871,69.38984,135.9126,GIRL
12872,65.78621,122.6126,GIRL
12873,68.2597,120.6736,Boy
12874,69.52348,124.3154,Boy
12875,68.04861,130.1638,GIRL
12876,65.09478,133.7183,GIRL
12877,67.92363,126.3504,Boy
12878,67.96986,136.9789,GIRL
12879,68.83982,125.9746,Boy
12880,66.47793,119.8167,Boy
12881,69.22774,128.9968,Boy
12882,66.9221,132.8417,GIRL
12883,68.83985,120.0603,Boy
12884,71.58499,167.8045,GIRL
12885,68.54065,137.9769,GIRL
12886,66.50759,117.7984,Boy
12887,69.98011,126.927,Boy
12888,70.8198,122.0349,Boy
12889,67.05275,127.4661,GIRL
12890,68.3326,143.762,GIRL
12891,68.9573,132.012,GIRL
12892,67.34256,137.6082,GIRL
12893,71.28917,128.8965,Boy
12894,68.7694,130.0066,GIRL
12895,68.12962,126.3372,Boy
12896,66.39812,117.4012,Boy
12897,65.23885,137.3238,GIRL
12898,66.44001,127.4717,GIRL
12899,70.93311,137.8625,Boy
12900,67.31072,128.5575,GIRL
12901,70.72584,130.6364,Boy
12902,68.11148,126.047,Boy
12903,68.46257,147.0739,GIRL
12904,68.0129,114.4355,Boy
12905,66.96139,131.5032,GIRL
12906,68.42376,127.3903,Boy
12907,69.0915,127.5051,Boy
12908,67.83572,130.7118,GIRL
12909,67.0104,116.4421,Boy
12910,67.9803,132.8359,GIRL
12911,69.40901,140.1526,GIRL
12912,68.17666,143.5168,GIRL
12913,68.82236,122.6466,Boy
12914,69.59401,120.2946,Boy
12915,69.79599,139.6795,GIRL
12916,69.57154,123.7094,Boy
12917,66.17372,130.3693,GIRL
12918,68.56311,145.1008,GIRL
12919,68.00701,148.8339,GIRL
12920,68.20627,120.9951,Boy
12921,68.41836,124.8028,Boy
12922,66.87925,124.0546,GIRL
12923,67.17012,128.4136,GIRL
12924,67.01381,134.9587,GIRL
12925,66.27923,122.9582,GIRL
12926,66.31152,128.7993,GIRL
12927,67.42453,129.8299,GIRL
12928,67.2625,129.1298,GIRL
12929,66.85661,115.8562,Boy
12930,68.30887,119.1643,Boy
12931,67.3835,146.1098,GIRL
12932,70.43142,150.9456,GIRL
12933,69.94726,141.3873,GIRL
12934,69.17938,135.8499,GIRL
12935,66.56538,116.9042,Boy
12936,68.67972,143.4218,GIRL
12937,64.81954,99.80369,Boy
12938,70.49047,126.5028,Boy
12939,68.10777,126.735,Boy
12940,68.41482,125.2798,Boy
12941,68.2052,120.8053,Boy
12942,64.71503,133.1455,GIRL
12943,65.65007,114.6888,Boy
12944,70.11281,133.7564,Boy
12945,66.9713,122.9566,Boy
12946,67.37563,124.9457,GIRL
12947,70.20955,119.9669,Boy
12948,65.60368,117.7954,Boy
12949,65.99327,126.8598,GIRL
12950,64.12511,114.9245,GIRL
12951,67.89782,113.589,Boy
12952,69.76854,126.3972,Boy
12953,66.68039,123.661,GIRL
12954,71.3082,129.1532,Boy
12955,68.92387,153.6931,GIRL
12956,70.98202,137.4036,Boy
12957,70.09326,121.8786,Boy
12958,68.2703,123.8796,Boy
12959,68.43097,130.4136,GIRL
12960,67.48521,122.9673,Boy
12961,65.28618,124.4946,GIRL
12962,69.12615,128.2417,Boy
12963,70.05579,135.7679,GIRL
12964,66.26599,121.7592,GIRL
12965,67.66477,126.609,GIRL
12966,67.29123,137.2435,GIRL
12967,68.77873,118.0382,Boy
12968,69.70939,137.5337,GIRL
12969,70.67986,141.8843,GIRL
12970,69.66769,139.9762,GIRL
12971,67.15104,132.4239,GIRL
12972,68.98937,135.7329,GIRL
12973,67.42939,124.1274,Boy
12974,67.78729,137.1755,GIRL
12975,64.43099,145.4739,GIRL
12976,67.67702,121.8942,Boy
12977,69.99401,132.7112,Boy
12978,69.71816,117.6143,Boy
12979,69.41796,133.882,GIRL
12980,64.96373,123.9581,GIRL
12981,67.53047,132.6457,GIRL
12982,69.31009,129.1492,Boy
12983,66.40906,134.3405,GIRL
12984,68.40781,128.4416,Boy
12985,66.74614,114.8763,Boy
12986,67.0559,124.9848,GIRL
12987,69.04014,111.9708,Boy
12988,69.84443,135.6318,GIRL
12989,68.11787,109.8296,Boy
12990,67.96711,127.1728,GIRL
12991,64.26845,109.7383,Boy
12992,66.38069,113.3612,Boy
12993,69.65186,141.0062,GIRL
12994,67.50995,111.4264,Boy
12995,68.59905,149.7418,GIRL
12996,65.38762,113.4099,Boy
12997,69.754,139.7871,GIRL
12998,66.40135,122.4853,GIRL
12999,69.97896,119.6409,Boy
13000,69.31752,133.772,GIRL
13001,65.80662,144.3102,GIRL
13002,66.85982,140.6987,GIRL
13003,70.3717,135.4761,Boy
13004,66.50564,129.2973,GIRL
13005,66.29807,121.9226,GIRL
13006,70.79659,138.0529,GIRL
13007,66.9188,143.6876,GIRL
13008,67.86452,101.8559,Boy
13009,69.26225,135.6449,GIRL
13010,63.83449,115.8313,GIRL
13011,68.60409,127.3747,Boy
13012,67.03402,123.9735,GIRL
13013,67.39559,119.7485,Boy
13014,65.21454,131.9907,GIRL
13015,68.28765,126.7902,Boy
13016,69.10579,128.4257,Boy
13017,68.35335,130.4412,GIRL
13018,68.07782,127.7648,GIRL
13019,67.84152,132.4672,GIRL
13020,65.28594,127.6072,GIRL
13021,68.1933,122.6322,Boy
13022,67.74053,114.4872,Boy
13023,67.04758,123.7627,GIRL
13024,65.4041,137.16,GIRL
13025,66.17018,115.5937,Boy
13026,66.80868,116.272,Boy
13027,67.29029,125.8577,GIRL
13028,70.09532,116.7931,Boy
13029,66.80156,120.9025,Boy
13030,66.63488,118.1354,Boy
13031,69.56506,125.3899,Boy
13032,70.60646,128.7028,Boy
13033,71.964,130.4404,Boy
13034,66.99211,106.3826,Boy
13035,64.63998,124.5983,GIRL
13036,64.46369,113.8868,Boy
13037,67.48073,118.8642,Boy
13038,71.0274,149.722,GIRL
13039,66.57652,124.7905,GIRL
13040,68.8576,130.9752,GIRL
13041,66.25434,118.0379,Boy
13042,68.59622,119.9239,Boy
13043,70.5651,124.2969,Boy
13044,68.19129,135.3963,GIRL
13045,68.631,145.9199,GIRL
13046,66.95137,121.817,Boy
13047,65.73162,120.4355,GIRL
13048,69.39596,131.8885,Boy
13049,68.4177,155.2243,GIRL
13050,68.5373,118.7651,Boy
13051,65.89888,119.7408,GIRL
13052,71.79395,134.9478,Boy
13053,64.61857,126.0336,GIRL
13054,67.95083,135.7588,GIRL
13055,69.24678,120.7578,Boy
13056,69.09927,117.0254,Boy
13057,68.66631,117.8159,Boy
13058,67.96796,128.4943,GIRL
13059,68.36887,110.7174,Boy
13060,66.49471,127.7524,GIRL
13061,66.10701,133.2153,GIRL
13062,69.66455,150.5807,GIRL
13063,70.8961,127.1952,Boy
13064,63.23763,119.1795,GIRL
13065,67.19734,117.7393,Boy
13066,67.85778,123.0461,Boy
13067,67.22801,131.9317,GIRL
13068,69.7057,131.1593,Boy
13069,68.84395,107.803,Boy
13070,72.34677,133.7865,Boy
13071,71.26584,134.0578,Boy
13072,69.44174,122.8241,Boy
13073,67.29233,118.7096,Boy
13074,66.81163,101.159,Boy
13075,68.86359,128.1226,Boy
13076,66.49126,126.8115,GIRL
13077,68.04236,140.7966,GIRL
13078,70.0192,122.6033,Boy
13079,67.83242,130.1143,GIRL
13080,69.44946,138.989,GIRL
13081,67.26935,116.3762,Boy
13082,66.54396,127.1921,GIRL
13083,70.04568,118.2566,Boy
13084,66.75437,112.4253,Boy
13085,64.46778,104.1932,Boy
13086,66.85722,111.022,Boy
13087,67.45724,133.9342,GIRL
13088,69.45109,132.5114,GIRL
13089,66.60452,129.8988,GIRL
13090,67.06108,131.6097,GIRL
13091,68.42116,113.0609,Boy
13092,69.493,116.8366,Boy
13093,70.46411,140.5955,GIRL
13094,68.9279,112.8921,Boy
13095,64.0927,122.0211,GIRL
13096,69.8857,120.2619,Boy
13097,70.98109,133.7989,Boy
13098,70.75683,134.2516,Boy
13099,69.29064,122.7467,Boy
13100,67.34605,118.8282,Boy
13101,71.60653,145.4865,GIRL
13102,68.73423,127.9355,Boy
13103,70.23183,132.2244,Boy
13104,67.73289,128.6208,GIRL
13105,64.52831,119.7817,GIRL
13106,66.63655,116.8298,Boy
13107,69.76077,116.2196,Boy
13108,65.56703,127.0848,GIRL
13109,68.77343,121.1138,Boy
13110,69.40668,140.9985,GIRL
13111,69.43534,137.473,GIRL
13112,68.30511,142.7223,GIRL
13113,63.7744,115.913,GIRL
13114,65.68321,128.3344,GIRL
13115,68.33718,120.9561,Boy
13116,69.86703,147.7559,GIRL
13117,65.7249,124.3421,GIRL
13118,68.1319,130.2268,GIRL
13119,70.9089,139.7271,GIRL
13120,67.84388,108.6559,Boy
13121,67.27281,133.2515,GIRL
13122,66.14906,124.3751,GIRL
13123,67.9919,118.8748,Boy
13124,67.75147,129.3329,GIRL
13125,69.95487,126.1978,Boy
13126,65.25717,130.0705,GIRL
13127,68.78511,136.2792,GIRL
13128,68.53751,144.8563,GIRL
13129,66.68688,120.6248,Boy
13130,65.88737,129.3868,GIRL
13131,67.70939,124.5234,Boy
13132,63.53168,116.9152,GIRL
13133,69.49591,139.4006,GIRL
13134,70.25639,133.0404,Boy
13135,68.33535,142.8504,GIRL
13136,68.20992,143.3398,GIRL
13137,71.61247,131.4263,Boy
13138,68.30837,133.0776,GIRL
13139,68.79576,128.3906,Boy
13140,66.11011,110.656,Boy
13141,71.17064,151.2357,GIRL
13142,65.96844,132.1259,GIRL
13143,69.49436,131.419,Boy
13144,66.1988,130.2737,GIRL
13145,67.05559,124.3257,GIRL
13146,70.82173,136.5632,Boy
13147,67.84611,136.8583,GIRL
13148,66.01755,112.6355,Boy
13149,66.2288,124.778,GIRL
13150,66.66816,133.0192,GIRL
13151,65.48562,131.4137,GIRL
13152,67.62,148.1053,GIRL
13153,68.82866,119.503,Boy
13154,68.43031,126.7202,Boy
13155,64.88057,112.4524,Boy
13156,70.71452,129.2147,Boy
13157,68.29645,126.0144,Boy
13158,68.57851,128.5564,Boy
13159,65.66804,101.8834,Boy
13160,68.35718,126.9565,Boy
13161,68.30827,121.8879,Boy
13162,67.97439,114.888,Boy
13163,65.44622,110.3052,Boy
13164,66.41683,135.3551,GIRL
13165,67.76647,107.941,Boy
13166,70.12719,112.8635,Boy
13167,66.45294,119.4764,Boy
13168,67.25909,132.5905,GIRL
13169,67.90183,140.1277,GIRL
13170,65.12247,118.1968,GIRL
13171,70.54615,137.335,GIRL
13172,67.93419,127.8738,GIRL
13173,68.4073,131.5761,GIRL
13174,68.0543,125.3733,Boy
13175,66.81613,125.5772,GIRL
13176,71.46482,156.698,GIRL
13177,66.1986,130.4507,GIRL
13178,67.78284,131.1426,GIRL
13179,65.98122,137.0717,GIRL
13180,71.18172,119.8668,Boy
13181,66.63714,107.6969,Boy
13182,65.21006,108.4938,Boy
13183,72.02198,145.489,GIRL
13184,67.73998,130.4849,GIRL
13185,66.80834,118.4648,Boy
13186,69.82781,151.5249,GIRL
13187,69.066,134.8918,GIRL
13188,67.74345,130.8209,GIRL
13189,69.05112,112.3061,Boy
13190,65.9683,104.3853,Boy
13191,69.13584,129.2356,Boy
13192,67.40931,130.2442,GIRL
13193,67.92429,130.3329,GIRL
13194,68.87862,122.1128,Boy
13195,70.78535,147.0279,GIRL
13196,67.94063,116.9758,Boy
13197,68.55731,124.1189,Boy
13198,67.95809,143.184,GIRL
13199,67.14299,124.7983,GIRL
13200,66.31973,135.487,GIRL
13201,69.86703,123.4288,Boy
13202,70.34807,128.6677,Boy
13203,68.33013,118.3628,Boy
13204,69.25117,126.0558,Boy
13205,69.50442,119.8007,Boy
13206,64.7488,136.3069,GIRL
13207,71.18038,136.9996,Boy
13208,68.20414,136.4564,GIRL
13209,67.20821,138.9231,GIRL
13210,68.09341,129.9965,GIRL
13211,67.57946,133.9151,GIRL
13212,66.36966,121.0705,GIRL
13213,70.44008,115.5771,Boy
13214,69.59612,118.1955,Boy
13215,73.18845,141.6274,Boy
13216,64.8038,114.1008,Boy
13217,63.38823,116.9479,GIRL
13218,68.42439,122.0094,Boy
13219,68.20646,130.3053,GIRL
13220,68.47766,124.3275,Boy
13221,68.13698,109.9892,Boy
13222,66.5642,120.0656,Boy
13223,71.6742,142.782,GIRL
13224,67.05255,128.7431,GIRL
13225,68.85466,117.8856,Boy
13226,68.65248,122.2601,Boy
13227,64.16886,110.911,Boy
13228,67.16001,142.7395,GIRL
13229,65.06853,123.8455,GIRL
13230,69.67259,136.5818,GIRL
13231,67.28347,135.4397,GIRL
13232,69.90543,129.4083,Boy
13233,66.39269,113.8244,Boy
13234,69.0075,132.1928,GIRL
13235,68.90949,128.4623,Boy
13236,66.02741,108.1906,Boy
13237,68.22004,130.7162,GIRL
13238,70.8693,136.1507,Boy
13239,64.98984,117.714,GIRL
13240,67.12295,119.9848,Boy
13241,67.83454,123.3862,Boy
13242,70.74203,140.0149,GIRL
13243,64.27586,103.4251,Boy
13244,68.62938,125.9597,Boy
13245,71.83546,129.9557,Boy
13246,69.13802,124.1999,Boy
13247,69.14398,135.7985,GIRL
13248,69.86294,123.7869,Boy
13249,68.0071,122.3199,Boy
13250,64.28003,119.2213,GIRL
13251,64.80749,98.27368,Boy
13252,68.44135,137.1619,GIRL
13253,67.33811,118.3226,Boy
13254,66.23568,111.8243,Boy
13255,65.38226,135.7816,GIRL
13256,69.70013,127.6917,Boy
13257,70.21141,131.4104,Boy
13258,67.25972,127.8096,GIRL
13259,68.19324,126.6439,Boy
13260,69.34903,127.2285,Boy
13261,70.82622,136.3402,Boy
13262,68.95895,145.2939,GIRL
13263,66.35313,123.3383,GIRL
13264,67.70155,113.0354,Boy
13265,66.01282,126.4426,GIRL
13266,64.67146,121.8473,GIRL
13267,65.26196,116.2627,Boy
13268,64.32105,126.3531,GIRL
13269,68.19311,114.3672,Boy
13270,70.63372,138.5337,GIRL
13271,67.32161,137.0611,GIRL
13272,69.07423,134.9462,GIRL
13273,67.38292,112.8386,Boy
13274,66.9492,110.6838,Boy
13275,69.37345,135.2223,GIRL
13276,67.17327,128.3909,GIRL
13277,64.82297,113.3591,Boy
13278,69.74366,131.9008,Boy
13279,69.05523,122.8494,Boy
13280,68.52817,119.1168,Boy
13281,65.77416,135.7006,GIRL
13282,70.49366,129.384,Boy
13283,71.53026,135.0245,Boy
13284,68.16348,110.3596,Boy
13285,70.15896,153.1741,GIRL
13286,68.67804,141.0451,GIRL
13287,64.07479,118.5714,GIRL
13288,65.63973,99.81515,Boy
13289,67.91191,129.3775,GIRL
13290,67.775,146.1935,GIRL
13291,69.18617,132.9471,GIRL
13292,68.01384,131.7207,GIRL
13293,62.48941,117.7949,GIRL
13294,67.96079,127.3995,GIRL
13295,67.82376,134.2977,GIRL
13296,66.92886,111.183,Boy
13297,67.39775,134.5976,GIRL
13298,67.41853,143.8567,GIRL
13299,66.08383,118.2815,Boy
13300,69.40233,119.7774,Boy
13301,68.42976,124.3332,Boy
13302,68.65284,126.7226,Boy
13303,67.71085,110.5105,Boy
13304,66.92357,113.5576,Boy
13305,67.28097,128.3507,GIRL
13306,67.60201,132.2953,GIRL
13307,69.39436,120.7939,Boy
13308,66.10454,113.4298,Boy
13309,68.63883,129.8796,GIRL
13310,66.93124,119.3294,Boy
13311,66.52196,134.1469,GIRL
13312,64.39478,118.0702,GIRL
13313,67.87061,127.3809,GIRL
13314,70.43201,121.1751,Boy
13315,70.40373,118.6765,Boy
13316,68.88718,127.3501,Boy
13317,69.10626,124.0148,Boy
13318,69.20993,131.5479,GIRL
13319,66.95677,127.1894,GIRL
13320,68.55278,139.2787,GIRL
13321,67.34935,121.2197,Boy
13322,70.08442,146.126,GIRL
13323,66.55493,120.4965,Boy
13324,68.39772,134.5794,GIRL
13325,69.17551,127.7031,Boy
13326,67.88832,130.9674,GIRL
13327,69.23136,151.7222,GIRL
13328,66.39321,136.1953,GIRL
13329,66.29156,129.0251,GIRL
13330,69.27872,133.8416,GIRL
13331,67.04849,123.7323,GIRL
13332,66.08908,120.447,GIRL
13333,65.40789,106.4048,Boy
13334,64.41176,100.5481,Boy
13335,68.99911,147.0279,GIRL
13336,63.96038,98.96049,Boy
13337,67.25019,111.6628,Boy
13338,70.13072,138.9752,GIRL
13339,73.11393,154.7801,GIRL
13340,68.46228,135.4161,GIRL
13341,69.36312,131.0502,Boy
13342,64.95313,113.1035,Boy
13343,66.01722,106.2152,Boy
13344,66.2941,114.7051,Boy
13345,70.67693,125.1185,Boy
13346,67.33243,135.8197,GIRL
13347,63.68425,127.6135,GIRL
13348,67.05486,125.9922,GIRL
13349,71.57334,125.7925,Boy
13350,70.74414,149.5795,GIRL
13351,67.90413,123.895,Boy
13352,70.23876,134.9732,Boy
13353,66.42802,143.3147,GIRL
13354,68.27668,120.5478,Boy
13355,69.23481,132.964,GIRL
13356,66.24127,124.8096,GIRL
13357,71.24159,150.798,GIRL
13358,64.23067,106.6067,Boy
13359,68.13972,129.562,GIRL
13360,70.5219,138.8618,GIRL
13361,68.80228,123.557,Boy
13362,71.47939,122.5102,Boy
13363,66.25554,117.2567,Boy
13364,67.65893,125.1901,Boy
13365,66.24544,118.1862,Boy
13366,69.4015,117.9695,Boy
13367,63.68623,124.7147,GIRL
13368,67.70352,117.4804,Boy
13369,64.58855,97.81632,Boy
13370,67.90312,121.7761,Boy
13371,69.31825,132.5327,GIRL
13372,68.78074,133.8886,GIRL
13373,65.16747,103.7879,Boy
13374,67.39659,123.8458,Boy
13375,64.41103,100.447,Boy
13376,71.47445,139.9332,Boy
13377,66.08011,114.2059,Boy
13378,69.12359,127.9635,Boy
13379,70.18251,142.0535,GIRL
13380,69.52844,149.3159,GIRL
13381,65.45636,124.7121,GIRL
13382,72.1365,133.2988,Boy
13383,64.01521,112.954,GIRL
13384,66.94399,121.8452,Boy
13385,70.76624,129.2601,Boy
13386,67.1248,127.1223,GIRL
13387,70.91403,137.6657,Boy
13388,69.05992,96.98373,Boy
13389,68.87014,132.286,GIRL
13390,70.56427,139.1888,GIRL
13391,68.74068,140.9494,GIRL
13392,66.04751,133.5623,GIRL
13393,71.5113,131.3287,Boy
13394,67.61109,131.3793,GIRL
13395,67.65123,120.4534,Boy
13396,69.26124,130.3283,Boy
13397,68.05308,111.5429,Boy
13398,70.66922,120.3896,Boy
13399,63.44163,115.5336,GIRL
13400,66.15659,114.6908,Boy
13401,68.17946,146.4593,GIRL
13402,67.26248,122.2184,Boy
13403,69.54205,135.2309,GIRL
13404,68.23248,117.6804,Boy
13405,68.37902,133.9223,GIRL
13406,63.64125,112.1593,GIRL
13407,71.46636,141.1508,GIRL
13408,69.26616,140.8013,GIRL
13409,69.24025,155.7611,GIRL
13410,67.95744,121.5092,Boy
13411,66.88315,123.9898,GIRL
13412,69.59355,130.8852,Boy
13413,70.21228,136.9528,GIRL
13414,66.76888,109.2297,Boy
13415,67.03536,134.7424,GIRL
13416,72.72333,135.6775,Boy
13417,71.27092,149.2486,GIRL
13418,70.04237,120.8985,Boy
13419,67.30938,125.4023,GIRL
13420,70.92362,142.0399,GIRL
13421,70.86617,136.8164,Boy
13422,71.16906,125.1008,Boy
13423,71.27803,126.8942,Boy
13424,69.02346,134.2947,GIRL
13425,70.32898,142.0952,GIRL
13426,64.65613,110.0386,Boy
13427,68.30144,116.1683,Boy
13428,68.02501,129.2719,GIRL
13429,69.54645,135.4922,GIRL
13430,69.66515,120.5153,Boy
13431,66.61978,120.8916,Boy
13432,70.70351,144.7056,GIRL
13433,66.84578,123.4342,GIRL
13434,66.91022,104.7945,Boy
13435,70.46769,117.2765,Boy
13436,67.7792,125.5647,Boy
13437,65.6698,107.2109,Boy
13438,66.92797,132.8552,GIRL
13439,66.83788,142.0706,GIRL
13440,66.2109,125.9366,GIRL
13441,71.51674,137.7854,Boy
13442,69.25899,127.4162,Boy
13443,66.38182,128.5337,GIRL
13444,67.98866,103.9803,Boy
13445,69.10657,121.7137,Boy
13446,66.93244,128.6671,GIRL
13447,68.78738,111.3942,Boy
13448,71.69889,127.9976,Boy
13449,71.58625,155.8226,GIRL
13450,70.22459,123.7852,Boy
13451,67.80333,129.0836,GIRL
13452,66.99804,141.1636,GIRL
13453,66.69938,126.4284,GIRL
13454,67.81842,107.4346,Boy
13455,65.52188,102.8837,Boy
13456,66.26517,112.6468,Boy
13457,66.61056,132.1592,GIRL
13458,69.2276,135.7117,GIRL
13459,69.76883,131.289,Boy
13460,67.25415,126.2261,GIRL
13461,71.94325,146.1599,GIRL
13462,70.42889,131.4166,Boy
13463,69.14838,135.2424,GIRL
13464,66.35698,117.5543,Boy
13465,67.72308,120.2195,Boy
13466,69.32816,144.6047,GIRL
13467,67.18685,119.0143,Boy
13468,64.98016,128.0163,GIRL
13469,69.50141,131.0541,Boy
13470,66.21749,117.7252,Boy
13471,66.87048,146.4228,GIRL
13472,67.26667,110.8618,Boy
13473,68.84698,118.8636,Boy
13474,69.64577,137.3837,GIRL
13475,68.42511,127.5529,Boy
13476,66.12824,130.6234,GIRL
13477,66.50649,118.7096,Boy
13478,68.22237,117.7128,Boy
13479,70.89547,132.2301,Boy
13480,66.49191,129.8035,GIRL
13481,65.92614,110.2858,Boy
13482,70.60162,133.4747,Boy
13483,69.90771,125.1461,Boy
13484,68.17237,135.0448,GIRL
13485,67.93822,114.7389,Boy
13486,67.26702,127.2478,GIRL
13487,70.93422,134.1138,Boy
13488,65.43279,132.7763,GIRL
13489,68.50404,136.0545,GIRL
13490,65.32412,124.1597,GIRL
13491,67.15877,124.869,GIRL
13492,64.08903,104.5371,Boy
13493,64.87852,119.364,GIRL
13494,68.06382,112.3071,Boy
13495,67.85512,138.274,GIRL
13496,68.69451,136.9217,GIRL
13497,71.83913,138.6279,Boy
13498,72.68296,134.195,Boy
13499,72.97709,129.5139,Boy
13500,68.69342,111.9045,Boy
13501,68.68038,125.2037,Boy
13502,70.61549,135.1449,Boy
13503,68.58312,133.3172,GIRL
13504,67.87132,122.0944,Boy
13505,67.36301,133.484,GIRL
13506,70.012,125.7454,Boy
13507,71.00838,140.3572,GIRL
13508,69.54254,153.5616,GIRL
13509,67.29908,126.9459,GIRL
13510,68.91619,133.2555,GIRL
13511,66.98198,110.6282,Boy
13512,67.52527,131.6131,GIRL
13513,68.68913,153.1047,GIRL
13514,68.0705,145.1079,GIRL
13515,65.34667,106.6298,Boy
13516,68.27458,129.4259,GIRL
13517,68.43948,138.6668,GIRL
13518,68.63517,125.4484,Boy
13519,65.9169,115.5298,Boy
13520,68.75507,121.4015,Boy
13521,67.50336,121.0915,Boy
13522,67.35686,119.5916,Boy
13523,68.74911,123.4175,Boy
13524,65.82688,125.1802,GIRL
13525,63.66383,100.9581,Boy
13526,66.73418,123.5122,GIRL
13527,68.7669,121.9292,Boy
13528,63.50262,115.3714,GIRL
13529,67.76649,125.1451,Boy
13530,68.57622,123.7199,Boy
13531,69.26441,135.5441,GIRL
13532,69.68345,122.2247,Boy
13533,68.79655,124.5403,Boy
13534,71.45548,149.4462,GIRL
13535,67.08221,107.519,Boy
13536,66.30983,107.8446,Boy
13537,67.05289,130.3873,GIRL
13538,66.69178,112.7728,Boy
13539,67.73043,122.5769,Boy
13540,68.00003,137.312,GIRL
13541,66.63813,102.5589,Boy
13542,65.65274,108.267,Boy
13543,69.22019,113.4516,Boy
13544,64.23796,127.21,GIRL
13545,67.5943,133.0013,GIRL
13546,70.42984,136.3197,GIRL
13547,67.11274,128.19,GIRL
13548,67.98772,113.4182,Boy
13549,69.89944,143.3529,GIRL
13550,67.47588,118.6167,Boy
13551,70.73882,133.249,Boy
13552,67.09517,127.4636,GIRL
13553,64.63916,124.0617,GIRL
13554,65.95318,114.1656,Boy
13555,70.34111,131.5517,Boy
13556,65.08001,117.1925,GIRL
13557,67.01532,127.5686,GIRL
13558,67.44816,140.1632,GIRL
13559,64.62936,114.2821,Boy
13560,67.18612,128.9279,GIRL
13561,69.1269,125.3568,Boy
13562,67.48529,111.7304,Boy
13563,68.60783,133.3954,GIRL
13564,66.35991,111.3237,Boy
13565,67.23519,123.6025,Boy
13566,68.10568,124.4485,Boy
13567,64.73949,138.3973,GIRL
13568,68.29833,127.7477,Boy
13569,69.22544,131.9046,GIRL
13570,68.59662,142.6983,GIRL
13571,66.28389,120.2258,Boy
13572,66.43058,112.2964,Boy
13573,64.0014,116.3801,GIRL
13574,67.44234,152.4923,GIRL
13575,65.15728,102.1984,Boy
13576,65.33919,112.9692,Boy
13577,65.70654,130.7918,GIRL
13578,64.35914,112.2244,Boy
13579,65.57652,126.7799,GIRL
13580,71.05843,136.3315,Boy
13581,67.23561,122.0408,Boy
13582,65.16695,110.5248,Boy
13583,69.84415,152.3574,GIRL
13584,66.61845,124.8794,GIRL
13585,67.50831,150.5015,GIRL
13586,66.40242,124.3254,GIRL
13587,69.02896,123.8979,Boy
13588,69.10557,149.6609,GIRL
13589,68.44275,126.72,Boy
13590,68.64999,139.3151,GIRL
13591,72.40603,131.9203,Boy
13592,67.91361,132.3644,GIRL
13593,66.90988,116.3878,Boy
13594,66.08598,134.0194,GIRL
13595,67.66889,121.2939,Boy
13596,68.76862,131.9744,GIRL
13597,66.98014,117.2521,Boy
13598,68.74833,125.9501,Boy
13599,70.79517,133.642,Boy
13600,64.31269,110.4079,Boy
13601,68.92165,120.3599,Boy
13602,67.70132,137.2192,GIRL
13603,71.41874,139.3438,Boy
13604,72.51415,114.3909,Boy
13605,68.8114,127.7579,Boy
13606,67.13979,109.7144,Boy
13607,66.74072,130.6229,GIRL
13608,69.70146,156.5445,GIRL
13609,72.75144,157.7481,GIRL
13610,67.66406,139.4558,GIRL
13611,68.27904,144.4879,GIRL
13612,69.24852,136.1629,GIRL
13613,70.34305,138.67,GIRL
13614,72.09527,135.252,Boy
13615,67.11737,127.7587,GIRL
13616,71.75284,138.0633,Boy
