id,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,target
36423,0,0,21,3,0,0,0,1,0,0,8,0,0,1,0,9,0,2,0,0,1,5,0,0,1,3,8,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,5,0,20,0,2,1,0,0,0,1,42,0,0,2,0,0,1,1,1,0,1,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,0,1,0,0,1,0,Class_6
36424,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,4,0,3,0,0,0,11,0,5,2,6,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2,0,5,0,0,1,0,0,12,0,0,0,1,0,2,3,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,Class_6
36425,0,0,1,0,0,0,0,2,0,0,1,0,3,0,1,0,1,9,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,6,0,0,6,0,0,0,17,0,3,0,0,1,2,3,0,0,0,0,3,0,0,1,0,0,4,0,4,1,0,0,2,0,0,0,4,3,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,1,0,2,0,0,4,0,Class_6
36426,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_6
36427,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,2,1,7,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,3,0,0,13,0,1,1,0,1,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,Class_6
36428,0,0,1,0,0,0,1,0,2,0,6,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,12,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,3,0,0,0,0,1,112,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,2,0,0,0,Class_6
36429,0,0,18,5,0,0,0,0,1,1,11,0,0,0,1,4,0,1,0,0,2,1,0,0,0,0,3,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,1,0,12,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,1,0,Class_6
36430,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Class_6
36431,0,0,7,5,0,0,0,0,1,1,11,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,4,0,0,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,6,0,1,0,0,0,0,0,1,0,0,0,1,0,Class_6
36432,0,0,0,4,0,0,0,3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,3,0,2,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,17,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Class_6
36433,1,0,1,9,0,0,0,0,1,0,1,1,1,1,0,3,0,1,0,0,0,0,1,3,0,10,0,1,3,0,0,0,0,0,2,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,1,0,3,1,0,24,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,Class_6
36434,1,1,0,1,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,2,0,4,2,2,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,1,3,4,0,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,4,0,1,0,0,0,0,0,Class_6
36435,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_6
36436,3,0,8,7,0,0,0,0,0,0,13,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,8,0,1,1,0,0,0,1,1,3,1,0,0,3,0,1,1,1,0,9,1,0,0,0,0,0,0,9,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,Class_6
36437,2,0,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,2,0,7,0,1,2,0,0,2,0,9,0,0,0,0,3,8,0,0,0,0,1,1,2,0,0,2,0,0,1,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,Class_6
36438,0,1,6,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,8,1,0,5,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,6,0,1,1,0,0,0,0,22,0,0,0,5,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Class_6
36439,0,0,1,2,0,0,0,0,0,0,10,0,0,1,0,5,0,0,0,0,0,1,0,12,0,13,0,4,0,0,0,2,0,0,2,0,0,1,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,7,1,0,0,0,0,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,0,0,0,0,0,1,1,0,2,0,0,Class_6
36440,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,3,0,0,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_6
36441,0,2,6,7,0,0,0,0,0,0,6,0,1,0,0,3,0,2,0,1,2,2,0,0,0,2,10,4,0,1,0,2,0,0,2,0,0,0,0,1,0,0,1,0,0,12,0,0,0,0,0,1,1,13,0,0,0,0,0,2,1,2,0,0,2,3,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,2,Class_6
36442,0,0,12,7,0,0,0,0,0,2,10,1,1,1,0,1,1,0,0,0,0,2,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,10,0,0,2,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,5,0,0,1,0,0,0,1,0,0,0,0,Class_6
36443,0,0,0,1,0,0,0,4,1,0,11,0,0,0,0,1,0,0,0,2,4,0,1,10,0,0,16,1,0,0,0,2,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,3,0,0,0,1,0,0,8,0,0,1,2,1,0,0,0,3,0,1,1,26,0,0,0,0,0,14,0,3,0,0,0,1,0,0,2,0,0,0,0,Class_6
36444,0,0,7,11,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,2,0,3,0,6,0,1,1,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,4,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Class_6
36445,0,0,11,4,0,0,0,0,0,1,13,0,1,0,1,2,0,0,0,0,1,3,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,1,0,0,0,0,10,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,7,0,0,0,0,0,0,1,0,0,0,0,Class_6
36446,0,2,18,6,1,0,0,0,0,0,9,1,0,0,0,1,0,0,1,0,1,2,0,3,0,1,13,1,0,1,2,0,0,1,0,1,0,1,0,1,0,2,0,3,1,11,0,0,1,0,1,0,0,14,1,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,5,0,1,0,0,0,0,1,0,0,0,0,1,1,Class_6
36447,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,1,2,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,Class_6
36448,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,5,0,0,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,5,2,0,0,0,0,0,Class_6
36449,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,1,0,0,0,0,0,0,2,0,0,1,0,0,0,8,0,0,0,1,1,2,0,4,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,Class_6
36450,0,0,9,10,0,0,0,0,0,0,17,0,1,0,0,1,0,0,1,0,0,1,0,5,0,2,8,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0,1,0,4,0,1,0,7,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,6,0,2,0,0,2,0,0,0,1,0,0,0,0,Class_6
36451,0,0,5,10,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,11,0,10,0,4,0,0,2,0,0,1,2,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,3,0,0,8,0,0,12,0,1,1,3,1,1,8,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,1,1,1,2,0,3,0,Class_6
36452,0,1,0,1,1,0,0,0,0,0,4,0,3,1,0,0,0,2,0,0,0,0,1,5,1,5,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,8,0,1,0,0,0,1,5,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,4,1,0,Class_6
36453,0,0,2,1,1,0,0,0,0,0,8,0,0,0,0,3,0,1,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,2,0,0,1,0,0,1,2,0,0,0,1,0,2,0,0,0,0,0,3,1,0,1,0,0,3,1,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,1,Class_6
36454,0,0,0,0,0,0,0,1,0,0,2,0,2,1,0,0,12,0,0,1,2,0,0,14,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,9,0,0,1,0,0,0,0,0,10,1,0,15,0,0,2,0,0,1,18,1,1,1,1,0,0,2,2,2,0,1,6,1,1,0,2,0,0,0,0,0,2,0,0,0,0,Class_6
36455,0,1,7,5,0,0,0,0,0,0,14,1,2,1,1,1,0,2,0,0,1,2,0,0,0,2,19,1,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,11,0,0,1,0,0,2,0,9,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,Class_6
36456,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,0,0,1,0,4,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,1,8,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Class_6
36457,0,1,6,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,4,0,0,1,1,0,0,4,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,Class_6
36458,0,0,13,8,0,0,0,1,0,0,12,1,2,0,0,3,0,1,0,0,2,2,0,7,0,3,9,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,5,1,0,0,11,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,Class_6
36459,0,0,1,2,0,0,0,0,0,0,1,0,2,2,0,3,0,0,1,0,0,1,0,9,2,4,0,1,0,0,0,0,3,2,0,0,0,0,0,5,0,2,0,1,0,1,0,6,0,0,0,0,0,1,0,0,3,0,0,14,0,2,0,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,5,0,Class_6
36460,0,0,5,5,0,0,0,0,0,0,7,1,0,0,0,2,0,1,0,0,0,3,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,6,0,2,0,0,0,0,0,7,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_6
36461,1,2,0,2,0,0,1,0,0,0,12,0,0,0,0,2,1,3,1,1,0,3,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,3,8,0,0,0,0,11,0,0,0,0,7,0,2,1,0,0,1,0,3,1,0,0,0,2,0,0,2,0,0,0,1,1,1,1,0,0,3,0,6,1,0,2,0,0,0,4,0,0,0,2,Class_6
36462,0,0,3,6,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,3,0,0,0,0,1,1,0,0,0,0,0,Class_6
36463,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_6
36464,0,0,10,6,0,0,0,0,0,0,11,0,1,0,0,0,0,2,0,0,0,2,0,1,0,1,16,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,16,0,1,1,0,0,0,0,13,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,2,0,0,0,0,0,1,4,0,0,1,0,Class_6
36465,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_6
36466,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,3,1,3,0,1,0,3,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,1,0,0,15,0,1,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,Class_6
36467,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,0,0,0,0,1,1,1,0,0,1,0,3,0,0,1,0,0,21,0,1,0,1,0,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,Class_6
36468,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,1,2,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,4,0,1,0,0,9,0,0,0,1,0,0,3,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,1,0,Class_6
36469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,1,0,7,0,0,4,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Class_6
36470,0,0,3,7,0,0,0,0,0,0,6,1,0,0,0,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,Class_6
36471,0,1,1,1,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,2,0,2,0,1,1,2,1,0,0,1,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,1,0,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,5,0,1,0,0,2,0,0,0,1,2,0,0,0,Class_6
36472,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,5,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,Class_6
36473,0,1,1,4,0,0,0,0,0,0,7,1,0,0,0,2,0,0,0,0,3,3,0,2,0,1,6,0,0,0,3,0,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,7,0,1,0,1,0,1,5,2,1,0,1,1,1,1,0,0,0,2,0,0,0,1,0,0,1,8,1,0,0,0,0,0,0,0,5,1,0,0,0,Class_6
36474,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,Class_6
36475,0,1,18,3,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,2,1,1,2,0,6,0,1,1,0,0,0,0,19,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,Class_6
36476,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,2,0,0,0,0,1,4,2,1,0,0,0,1,0,1,1,0,0,1,4,0,0,2,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,4,0,0,0,1,0,1,1,Class_6
36477,0,2,3,2,0,0,0,0,0,1,11,0,0,0,1,5,1,2,0,0,3,0,0,0,0,1,25,0,1,0,1,2,0,0,3,0,2,1,0,1,0,0,0,2,0,6,0,0,0,0,0,9,0,4,0,0,0,3,0,1,9,0,0,1,2,0,1,0,0,0,0,0,0,16,0,0,2,0,0,20,0,4,0,0,0,1,0,0,0,0,0,0,0,Class_6
36478,0,0,1,2,0,0,0,0,0,0,10,0,1,0,0,2,0,6,0,0,1,7,0,1,1,7,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,4,0,0,1,0,13,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,3,0,0,0,0,Class_6
36479,0,3,0,1,0,0,0,0,1,0,1,0,1,0,0,3,1,3,0,1,0,3,0,7,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,17,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,2,0,0,0,0,0,2,Class_6
36480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,3,0,0,1,0,0,12,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Class_6
36481,0,0,5,16,0,0,0,0,0,0,9,0,2,1,0,4,0,1,0,0,0,1,0,2,0,7,6,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,3,0,13,0,0,0,0,0,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,Class_6
36482,0,0,14,1,0,0,0,0,0,0,19,0,0,1,1,3,0,0,0,0,3,0,0,10,0,1,13,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,0,18,0,0,1,0,0,0,0,11,0,1,0,8,0,1,3,0,0,2,0,0,2,0,0,0,0,1,1,2,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,Class_6
36483,0,0,4,4,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,3,1,0,0,1,0,4,0,0,0,0,0,0,0,0,6,0,3,0,0,1,0,1,0,2,0,0,0,0,3,0,0,0,0,6,1,0,3,0,0,8,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,Class_6
36484,3,0,1,1,1,0,2,2,0,0,4,0,2,1,8,7,21,2,1,2,0,1,13,24,1,3,0,0,0,5,3,5,0,1,4,1,0,7,1,0,2,2,3,0,2,4,0,9,3,0,7,0,1,1,2,0,12,2,0,26,1,1,0,2,0,3,6,2,1,1,2,1,3,2,1,6,0,0,0,1,2,0,17,0,0,1,0,0,1,1,5,1,0,Class_6
36485,0,0,4,2,0,0,0,0,0,0,11,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,30,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,5,0,0,0,2,0,0,0,0,0,0,0,1,0,Class_6
36486,0,0,9,3,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,Class_6
36487,0,0,2,6,0,0,0,0,0,1,9,1,1,0,0,3,0,1,0,0,0,1,0,2,0,0,8,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,12,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,Class_6
36488,0,0,9,2,0,0,0,0,0,0,13,0,0,1,0,3,0,0,0,0,0,0,0,7,0,0,8,1,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,0,0,0,12,0,1,1,1,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,Class_6
36489,0,0,27,8,0,0,0,1,1,0,9,0,0,2,0,2,0,0,0,0,3,4,0,1,0,6,45,2,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,5,0,34,0,0,2,0,0,0,0,33,2,2,1,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,Class_6
36490,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,3,1,3,0,1,0,2,0,0,0,23,2,4,0,0,0,0,0,1,4,0,0,0,0,1,0,8,1,1,0,2,0,1,4,0,0,0,0,10,0,0,0,0,0,0,0,2,1,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,0,0,1,0,1,2,0,1,0,Class_6
36491,0,1,7,4,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,8,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0,0,0,0,2,0,0,0,0,Class_6
